Ref_Date,GEO,EST,Vector,Coordinate,Value
1963,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,2200
1964,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,2310
1965,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,1960
1966,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,2248
1967,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,1327
1968,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,1968
1969,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,1797
1970,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,1451
1971,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,1587
1972,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,2147
1973,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,4233
1974,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,3075
1975,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,5007
1976,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,4109
1977,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,4611
1978,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,5678
1979,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,5887
1980,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,4565
1981,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,6780
1982,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,5591
1983,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,8415
1984,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,7744
1985,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,6900
1986,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,7937
1987,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,7167
1988,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,7642
1989,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,7235
1990,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,9534
1991,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,10412
1992,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,7324
1993,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,10051
1994,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,6718
1995,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,9644
1996,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,8593
1997,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,8593
1998,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,9302
1999,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,8059
2000,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,8929
2001,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,9224
2002,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,20915
2003,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,17505
2004,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,14005
2005,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,14309
2006,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,11870
2007,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,9354
2008,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,9190
2009,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,14133
2010,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,20379
2011,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,22537
2012,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,23815
2013,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,20362
2014,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,36147
2015,Ontario,"Value of honey, total (dollars x 1,000)",v47894,6.5,33858
1924,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1141
1925,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1329
1926,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1313
1927,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1252
1928,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1126
1929,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,995
1930,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1215
1931,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1307
1932,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1144
1933,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1634
1934,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1934
1935,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1647
1936,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1568
1937,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1112
1938,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1759
1939,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1419
1940,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1395
1941,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1968
1942,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1552
1943,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,3115
1944,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2356
1945,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1518
1946,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1064
1947,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,3022
1948,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,3414
1949,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1329
1950,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1392
1951,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,3443
1952,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2347
1953,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1672
1954,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1124
1955,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1336
1956,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1201
1957,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2205
1958,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1057
1959,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2086
1960,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1790
1961,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1576
1962,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2194
1963,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2279
1964,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2391
1965,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2029
1966,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2326
1967,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1375
1968,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2051
1969,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1887
1970,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1523
1971,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,1653
1972,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,2213
1973,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,4332
1974,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,3167
1975,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,5158
1976,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,4231
1977,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,4785
1978,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,5923
1979,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,6145
1980,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,4743
1981,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7035
1982,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,5762
1983,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,8704
1984,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7861
1985,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7115
1986,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,8071
1987,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7366
1988,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7809
1989,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7355
1990,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,9739
1991,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,10625
1992,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,7479
1993,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,10352
1994,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,6815
1995,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,9869
1996,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,8883
1997,Ontario,"Value of honey and wax (dollars x 1,000)",v47904,6.6,8883
1924,Manitoba,Beekeepers,v47855,7.1,1260
1925,Manitoba,Beekeepers,v47855,7.1,1400
1926,Manitoba,Beekeepers,v47855,7.1,1760
1927,Manitoba,Beekeepers,v47855,7.1,1990
1928,Manitoba,Beekeepers,v47855,7.1,1960
1929,Manitoba,Beekeepers,v47855,7.1,2000
1930,Manitoba,Beekeepers,v47855,7.1,1960
1931,Manitoba,Beekeepers,v47855,7.1,1750
1932,Manitoba,Beekeepers,v47855,7.1,2350
1933,Manitoba,Beekeepers,v47855,7.1,2600
1934,Manitoba,Beekeepers,v47855,7.1,3130
1935,Manitoba,Beekeepers,v47855,7.1,3300
1936,Manitoba,Beekeepers,v47855,7.1,3440
1937,Manitoba,Beekeepers,v47855,7.1,3550
1938,Manitoba,Beekeepers,v47855,7.1,3360
1939,Manitoba,Beekeepers,v47855,7.1,3240
1940,Manitoba,Beekeepers,v47855,7.1,2950
1941,Manitoba,Beekeepers,v47855,7.1,2580
1942,Manitoba,Beekeepers,v47855,7.1,2250
1943,Manitoba,Beekeepers,v47855,7.1,3100
1944,Manitoba,Beekeepers,v47855,7.1,3920
1945,Manitoba,Beekeepers,v47855,7.1,4500
1946,Manitoba,Beekeepers,v47855,7.1,4600
1947,Manitoba,Beekeepers,v47855,7.1,4500
1948,Manitoba,Beekeepers,v47855,7.1,3420
1949,Manitoba,Beekeepers,v47855,7.1,2350
1950,Manitoba,Beekeepers,v47855,7.1,1740
1951,Manitoba,Beekeepers,v47855,7.1,2140
1952,Manitoba,Beekeepers,v47855,7.1,1260
1953,Manitoba,Beekeepers,v47855,7.1,1030
1954,Manitoba,Beekeepers,v47855,7.1,1200
1955,Manitoba,Beekeepers,v47855,7.1,1200
1956,Manitoba,Beekeepers,v47855,7.1,1200
1957,Manitoba,Beekeepers,v47855,7.1,1200
1958,Manitoba,Beekeepers,v47855,7.1,1030
1959,Manitoba,Beekeepers,v47855,7.1,1080
1960,Manitoba,Beekeepers,v47855,7.1,920
1961,Manitoba,Beekeepers,v47855,7.1,790
1962,Manitoba,Beekeepers,v47855,7.1,730
1963,Manitoba,Beekeepers,v47855,7.1,700
1964,Manitoba,Beekeepers,v47855,7.1,810
1965,Manitoba,Beekeepers,v47855,7.1,820
1966,Manitoba,Beekeepers,v47855,7.1,860
1967,Manitoba,Beekeepers,v47855,7.1,850
1968,Manitoba,Beekeepers,v47855,7.1,830
1969,Manitoba,Beekeepers,v47855,7.1,800
1970,Manitoba,Beekeepers,v47855,7.1,500
1971,Manitoba,Beekeepers,v47855,7.1,500
1972,Manitoba,Beekeepers,v47855,7.1,470
1973,Manitoba,Beekeepers,v47855,7.1,510
1974,Manitoba,Beekeepers,v47855,7.1,810
1975,Manitoba,Beekeepers,v47855,7.1,900
1976,Manitoba,Beekeepers,v47855,7.1,1100
1977,Manitoba,Beekeepers,v47855,7.1,1050
1978,Manitoba,Beekeepers,v47855,7.1,1200
1979,Manitoba,Beekeepers,v47855,7.1,1300
1980,Manitoba,Beekeepers,v47855,7.1,1400
1981,Manitoba,Beekeepers,v47855,7.1,1550
1982,Manitoba,Beekeepers,v47855,7.1,1600
1983,Manitoba,Beekeepers,v47855,7.1,1700
1984,Manitoba,Beekeepers,v47855,7.1,1750
1985,Manitoba,Beekeepers,v47855,7.1,1350
1986,Manitoba,Beekeepers,v47855,7.1,1300
1987,Manitoba,Beekeepers,v47855,7.1,1250
1988,Manitoba,Beekeepers,v47855,7.1,1200
1989,Manitoba,Beekeepers,v47855,7.1,1200
1990,Manitoba,Beekeepers,v47855,7.1,1100
1991,Manitoba,Beekeepers,v47855,7.1,1000
1992,Manitoba,Beekeepers,v47855,7.1,800
1993,Manitoba,Beekeepers,v47855,7.1,800
1994,Manitoba,Beekeepers,v47855,7.1,800
1995,Manitoba,Beekeepers,v47855,7.1,800
1996,Manitoba,Beekeepers,v47855,7.1,855
1997,Manitoba,Beekeepers,v47855,7.1,830
1998,Manitoba,Beekeepers,v47855,7.1,855
1999,Manitoba,Beekeepers,v47855,7.1,855
2000,Manitoba,Beekeepers,v47855,7.1,860
2001,Manitoba,Beekeepers,v47855,7.1,800
2002,Manitoba,Beekeepers,v47855,7.1,800
2003,Manitoba,Beekeepers,v47855,7.1,550
2004,Manitoba,Beekeepers,v47855,7.1,580
2005,Manitoba,Beekeepers,v47855,7.1,610
2006,Manitoba,Beekeepers,v47855,7.1,623
2007,Manitoba,Beekeepers,v47855,7.1,632
2008,Manitoba,Beekeepers,v47855,7.1,523
2009,Manitoba,Beekeepers,v47855,7.1,474
2010,Manitoba,Beekeepers,v47855,7.1,490
2011,Manitoba,Beekeepers,v47855,7.1,501
2012,Manitoba,Beekeepers,v47855,7.1,517
2013,Manitoba,Beekeepers,v47855,7.1,532
2014,Manitoba,Beekeepers,v47855,7.1,546
2015,Manitoba,Beekeepers,v47855,7.1,607
1924,Manitoba,Colonies,v47865,7.2,10840
1925,Manitoba,Colonies,v47865,7.2,19160
1926,Manitoba,Colonies,v47865,7.2,21450
1927,Manitoba,Colonies,v47865,7.2,30240
1928,Manitoba,Colonies,v47865,7.2,29680
1929,Manitoba,Colonies,v47865,7.2,33320
1930,Manitoba,Colonies,v47865,7.2,43340
1931,Manitoba,Colonies,v47865,7.2,31000
1932,Manitoba,Colonies,v47865,7.2,32780
1933,Manitoba,Colonies,v47865,7.2,28000
1934,Manitoba,Colonies,v47865,7.2,41700
1935,Manitoba,Colonies,v47865,7.2,51420
1936,Manitoba,Colonies,v47865,7.2,51310
1937,Manitoba,Colonies,v47865,7.2,55190
1938,Manitoba,Colonies,v47865,7.2,56650
1939,Manitoba,Colonies,v47865,7.2,58000
1940,Manitoba,Colonies,v47865,7.2,53580
1941,Manitoba,Colonies,v47865,7.2,45180
1942,Manitoba,Colonies,v47865,7.2,39150
1943,Manitoba,Colonies,v47865,7.2,47400
1944,Manitoba,Colonies,v47865,7.2,56080
1945,Manitoba,Colonies,v47865,7.2,60000
1946,Manitoba,Colonies,v47865,7.2,65000
1947,Manitoba,Colonies,v47865,7.2,70000
1948,Manitoba,Colonies,v47865,7.2,75000
1949,Manitoba,Colonies,v47865,7.2,49000
1950,Manitoba,Colonies,v47865,7.2,45000
1951,Manitoba,Colonies,v47865,7.2,50900
1952,Manitoba,Colonies,v47865,7.2,35000
1953,Manitoba,Colonies,v47865,7.2,35000
1954,Manitoba,Colonies,v47865,7.2,36200
1955,Manitoba,Colonies,v47865,7.2,38600
1956,Manitoba,Colonies,v47865,7.2,40000
1957,Manitoba,Colonies,v47865,7.2,42000
1958,Manitoba,Colonies,v47865,7.2,44300
1959,Manitoba,Colonies,v47865,7.2,44400
1960,Manitoba,Colonies,v47865,7.2,41700
1961,Manitoba,Colonies,v47865,7.2,40560
1962,Manitoba,Colonies,v47865,7.2,38560
1963,Manitoba,Colonies,v47865,7.2,42750
1964,Manitoba,Colonies,v47865,7.2,46000
1965,Manitoba,Colonies,v47865,7.2,47000
1966,Manitoba,Colonies,v47865,7.2,53000
1967,Manitoba,Colonies,v47865,7.2,55000
1968,Manitoba,Colonies,v47865,7.2,52000
1969,Manitoba,Colonies,v47865,7.2,50000
1970,Manitoba,Colonies,v47865,7.2,50000
1971,Manitoba,Colonies,v47865,7.2,50000
1972,Manitoba,Colonies,v47865,7.2,51500
1973,Manitoba,Colonies,v47865,7.2,52000
1974,Manitoba,Colonies,v47865,7.2,60000
1975,Manitoba,Colonies,v47865,7.2,76000
1976,Manitoba,Colonies,v47865,7.2,80000
1977,Manitoba,Colonies,v47865,7.2,81000
1978,Manitoba,Colonies,v47865,7.2,85000
1979,Manitoba,Colonies,v47865,7.2,93000
1980,Manitoba,Colonies,v47865,7.2,99000
1981,Manitoba,Colonies,v47865,7.2,103000
1982,Manitoba,Colonies,v47865,7.2,108000
1983,Manitoba,Colonies,v47865,7.2,111000
1984,Manitoba,Colonies,v47865,7.2,116000
1985,Manitoba,Colonies,v47865,7.2,120000
1986,Manitoba,Colonies,v47865,7.2,110000
1987,Manitoba,Colonies,v47865,7.2,109000
1988,Manitoba,Colonies,v47865,7.2,88000
1989,Manitoba,Colonies,v47865,7.2,87000
1990,Manitoba,Colonies,v47865,7.2,83000
1991,Manitoba,Colonies,v47865,7.2,76000
1992,Manitoba,Colonies,v47865,7.2,75500
1993,Manitoba,Colonies,v47865,7.2,85000
1994,Manitoba,Colonies,v47865,7.2,81000
1995,Manitoba,Colonies,v47865,7.2,83000
1996,Manitoba,Colonies,v47865,7.2,75000
1997,Manitoba,Colonies,v47865,7.2,83000
1998,Manitoba,Colonies,v47865,7.2,88000
1999,Manitoba,Colonies,v47865,7.2,92000
2000,Manitoba,Colonies,v47865,7.2,95000
2001,Manitoba,Colonies,v47865,7.2,91000
2002,Manitoba,Colonies,v47865,7.2,87000
2003,Manitoba,Colonies,v47865,7.2,80000
2004,Manitoba,Colonies,v47865,7.2,81500
2005,Manitoba,Colonies,v47865,7.2,84000
2006,Manitoba,Colonies,v47865,7.2,85000
2007,Manitoba,Colonies,v47865,7.2,77500
2008,Manitoba,Colonies,v47865,7.2,75173
2009,Manitoba,Colonies,v47865,7.2,70746
2010,Manitoba,Colonies,v47865,7.2,78000
2011,Manitoba,Colonies,v47865,7.2,77000
2012,Manitoba,Colonies,v47865,7.2,80000
2013,Manitoba,Colonies,v47865,7.2,73800
2014,Manitoba,Colonies,v47865,7.2,78700
2015,Manitoba,Colonies,v47865,7.2,90909
1924,Manitoba,Average yield per colony (pounds),v47875,7.3,60
1925,Manitoba,Average yield per colony (pounds),v47875,7.3,107
1926,Manitoba,Average yield per colony (pounds),v47875,7.3,82
1927,Manitoba,Average yield per colony (pounds),v47875,7.3,122
1928,Manitoba,Average yield per colony (pounds),v47875,7.3,97
1929,Manitoba,Average yield per colony (pounds),v47875,7.3,103
1930,Manitoba,Average yield per colony (pounds),v47875,7.3,117
1931,Manitoba,Average yield per colony (pounds),v47875,7.3,119
1932,Manitoba,Average yield per colony (pounds),v47875,7.3,180
1933,Manitoba,Average yield per colony (pounds),v47875,7.3,136
1934,Manitoba,Average yield per colony (pounds),v47875,7.3,112
1935,Manitoba,Average yield per colony (pounds),v47875,7.3,97
1936,Manitoba,Average yield per colony (pounds),v47875,7.3,158
1937,Manitoba,Average yield per colony (pounds),v47875,7.3,122
1938,Manitoba,Average yield per colony (pounds),v47875,7.3,168
1939,Manitoba,Average yield per colony (pounds),v47875,7.3,93
1940,Manitoba,Average yield per colony (pounds),v47875,7.3,68
1941,Manitoba,Average yield per colony (pounds),v47875,7.3,110
1942,Manitoba,Average yield per colony (pounds),v47875,7.3,80
1943,Manitoba,Average yield per colony (pounds),v47875,7.3,95
1944,Manitoba,Average yield per colony (pounds),v47875,7.3,94
1945,Manitoba,Average yield per colony (pounds),v47875,7.3,81
1946,Manitoba,Average yield per colony (pounds),v47875,7.3,74
1947,Manitoba,Average yield per colony (pounds),v47875,7.3,74
1948,Manitoba,Average yield per colony (pounds),v47875,7.3,87
1949,Manitoba,Average yield per colony (pounds),v47875,7.3,114
1950,Manitoba,Average yield per colony (pounds),v47875,7.3,131
1951,Manitoba,Average yield per colony (pounds),v47875,7.3,106
1952,Manitoba,Average yield per colony (pounds),v47875,7.3,96
1953,Manitoba,Average yield per colony (pounds),v47875,7.3,138
1954,Manitoba,Average yield per colony (pounds),v47875,7.3,115
1955,Manitoba,Average yield per colony (pounds),v47875,7.3,131
1956,Manitoba,Average yield per colony (pounds),v47875,7.3,125
1957,Manitoba,Average yield per colony (pounds),v47875,7.3,124
1958,Manitoba,Average yield per colony (pounds),v47875,7.3,120
1959,Manitoba,Average yield per colony (pounds),v47875,7.3,133
1960,Manitoba,Average yield per colony (pounds),v47875,7.3,153
1961,Manitoba,Average yield per colony (pounds),v47875,7.3,164
1962,Manitoba,Average yield per colony (pounds),v47875,7.3,120
1963,Manitoba,Average yield per colony (pounds),v47875,7.3,170
1964,Manitoba,Average yield per colony (pounds),v47875,7.3,127
1965,Manitoba,Average yield per colony (pounds),v47875,7.3,126
1966,Manitoba,Average yield per colony (pounds),v47875,7.3,168
1967,Manitoba,Average yield per colony (pounds),v47875,7.3,166
1968,Manitoba,Average yield per colony (pounds),v47875,7.3,83
1969,Manitoba,Average yield per colony (pounds),v47875,7.3,185
1970,Manitoba,Average yield per colony (pounds),v47875,7.3,186
1971,Manitoba,Average yield per colony (pounds),v47875,7.3,150
1972,Manitoba,Average yield per colony (pounds),v47875,7.3,184
1973,Manitoba,Average yield per colony (pounds),v47875,7.3,161
1974,Manitoba,Average yield per colony (pounds),v47875,7.3,143
1975,Manitoba,Average yield per colony (pounds),v47875,7.3,106
1976,Manitoba,Average yield per colony (pounds),v47875,7.3,151
1977,Manitoba,Average yield per colony (pounds),v47875,7.3,141
1978,Manitoba,Average yield per colony (pounds),v47875,7.3,178
1979,Manitoba,Average yield per colony (pounds),v47875,7.3,168
1980,Manitoba,Average yield per colony (pounds),v47875,7.3,155
1981,Manitoba,Average yield per colony (pounds),v47875,7.3,162
1982,Manitoba,Average yield per colony (pounds),v47875,7.3,159
1983,Manitoba,Average yield per colony (pounds),v47875,7.3,145
1984,Manitoba,Average yield per colony (pounds),v47875,7.3,150
1985,Manitoba,Average yield per colony (pounds),v47875,7.3,160
1986,Manitoba,Average yield per colony (pounds),v47875,7.3,160
1987,Manitoba,Average yield per colony (pounds),v47875,7.3,160
1988,Manitoba,Average yield per colony (pounds),v47875,7.3,185
1989,Manitoba,Average yield per colony (pounds),v47875,7.3,140
1990,Manitoba,Average yield per colony (pounds),v47875,7.3,145
1991,Manitoba,Average yield per colony (pounds),v47875,7.3,190
1992,Manitoba,Average yield per colony (pounds),v47875,7.3,165
1993,Manitoba,Average yield per colony (pounds),v47875,7.3,130
1994,Manitoba,Average yield per colony (pounds),v47875,7.3,165
1995,Manitoba,Average yield per colony (pounds),v47875,7.3,170
1996,Manitoba,Average yield per colony (pounds),v47875,7.3,140
1997,Manitoba,Average yield per colony (pounds),v47875,7.3,160
1998,Manitoba,Average yield per colony (pounds),v47875,7.3,230
1999,Manitoba,Average yield per colony (pounds),v47875,7.3,180
2000,Manitoba,Average yield per colony (pounds),v47875,7.3,140
2001,Manitoba,Average yield per colony (pounds),v47875,7.3,172
2002,Manitoba,Average yield per colony (pounds),v47875,7.3,165
2003,Manitoba,Average yield per colony (pounds),v47875,7.3,182
2004,Manitoba,Average yield per colony (pounds),v47875,7.3,145
2005,Manitoba,Average yield per colony (pounds),v47875,7.3,150
1924,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,651
1925,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,2054
1926,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,1762
1927,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3694
1928,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,2887
1929,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3426
1930,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5055
1931,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3676
1932,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5886
1933,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3800
1934,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4669
1935,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4978
1936,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,8136
1937,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,6749
1938,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,9540
1939,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5400
1940,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3670
1941,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4970
1942,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3142
1943,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4503
1944,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5271
1945,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4860
1946,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4810
1947,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5180
1948,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,6525
1949,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5586
1950,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5891
1951,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5400
1952,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,3360
1953,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4830
1954,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4163
1955,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5057
1956,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5000
1957,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5208
1958,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5316
1959,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5905
1960,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,6380
1961,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,6650
1962,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4630
1963,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,7285
1964,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5822
1965,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,5930
1966,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,8910
1967,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,9140
1968,Manitoba,"Production of honey, total (pounds x 1,000)",v47885,7.4,4316
